"id","value","flag","label"
2834,28.34,true,"row-2834"
2835,28.35,false,"row-2835"
2836,28.36,true,"row-2836"
2837,28.37,false,"row-2837"
2838,28.38,true,"row-2838"
2839,28.39,false,"row-2839"
2840,28.4,true,"row-2840"
2841,28.41,false,"row-2841"
2842,28.42,true,"row-2842"
2843,28.43,false,"row-2843"
2844,28.44,true,"row-2844"
2845,28.45,false,"row-2845"
2846,28.46,true,"row-2846"
2847,28.47,false,"row-2847"
2848,28.48,true,"row-2848"
2849,28.49,false,"row-2849"
2850,28.5,true,"row-2850"
2851,28.51,false,"row-2851"
2852,28.52,true,"row-2852"
2853,28.53,false,"row-2853"
2854,28.54,true,"row-2854"
2855,28.55,false,"row-2855"
2856,28.56,true,"row-2856"
2857,28.57,false,"row-2857"
2858,28.58,true,"row-2858"
2859,28.59,false,"row-2859"
2860,28.6,true,"row-2860"
2861,28.61,false,"row-2861"
2862,28.62,true,"row-2862"
2863,28.63,false,"row-2863"
2864,28.64,true,"row-2864"
2865,28.65,false,"row-2865"
2866,28.66,true,"row-2866"
2867,28.67,false,"row-2867"
2868,28.68,true,"row-2868"
2869,28.69,false,"row-2869"
2870,28.7,true,"row-2870"
2871,28.71,false,"row-2871"
2872,28.72,true,"row-2872"
2873,28.73,false,"row-2873"
2874,28.74,true,"row-2874"
2875,28.75,false,"row-2875"
2876,28.76,true,"row-2876"
2877,28.77,false,"row-2877"
2878,28.78,true,"row-2878"
2879,28.79,false,"row-2879"
2880,28.8,true,"row-2880"
2881,28.81,false,"row-2881"
2882,28.82,true,"row-2882"
2883,28.83,false,"row-2883"
2884,28.84,true,"row-2884"
2885,28.85,false,"row-2885"
2886,28.86,true,"row-2886"
2887,28.87,false,"row-2887"
2888,28.88,true,"row-2888"
2889,28.89,false,"row-2889"
2890,28.9,true,"row-2890"
2891,28.91,false,"row-2891"
2892,28.92,true,"row-2892"
2893,28.93,false,"row-2893"
2894,28.94,true,"row-2894"
2895,28.95,false,"row-2895"
2896,28.96,true,"row-2896"
2897,28.97,false,"row-2897"
2898,28.98,true,"row-2898"
2899,28.99,false,"row-2899"
2900,29,true,"row-2900"
2901,29.01,false,"row-2901"
2902,29.02,true,"row-2902"
2903,29.03,false,"row-2903"
2904,29.04,true,"row-2904"
2905,29.05,false,"row-2905"
2906,29.06,true,"row-2906"
2907,29.07,false,"row-2907"
2908,29.08,true,"row-2908"
2909,29.09,false,"row-2909"
2910,29.1,true,"row-2910"
2911,29.11,false,"row-2911"
2912,29.12,true,"row-2912"
2913,29.13,false,"row-2913"
2914,29.14,true,"row-2914"
2915,29.15,false,"row-2915"
2916,29.16,true,"row-2916"
2917,29.17,false,"row-2917"
2918,29.18,true,"row-2918"
2919,29.19,false,"row-2919"
2920,29.2,true,"row-2920"
2921,29.21,false,"row-2921"
2922,29.22,true,"row-2922"
2923,29.23,false,"row-2923"
2924,29.24,true,"row-2924"
2925,29.25,false,"row-2925"
2926,29.26,true,"row-2926"
2927,29.27,false,"row-2927"
2928,29.28,true,"row-2928"
2929,29.29,false,"row-2929"
2930,29.3,true,"row-2930"
2931,29.31,false,"row-2931"
2932,29.32,true,"row-2932"
2933,29.33,false,"row-2933"
2934,29.34,true,"row-2934"
2935,29.35,false,"row-2935"
2936,29.36,true,"row-2936"
2937,29.37,false,"row-2937"
2938,29.38,true,"row-2938"
2939,29.39,false,"row-2939"
2940,29.4,true,"row-2940"
2941,29.41,false,"row-2941"
2942,29.42,true,"row-2942"
2943,29.43,false,"row-2943"
2944,29.44,true,"row-2944"
2945,29.45,false,"row-2945"
2946,29.46,true,"row-2946"
2947,29.47,false,"row-2947"
2948,29.48,true,"row-2948"
2949,29.49,false,"row-2949"
2950,29.5,true,"row-2950"
2951,29.51,false,"row-2951"
2952,29.52,true,"row-2952"
2953,29.53,false,"row-2953"
2954,29.54,true,"row-2954"
2955,29.55,false,"row-2955"
2956,29.56,true,"row-2956"
2957,29.57,false,"row-2957"
2958,29.58,true,"row-2958"
2959,29.59,false,"row-2959"
2960,29.6,true,"row-2960"
2961,29.61,false,"row-2961"
2962,29.62,true,"row-2962"
2963,29.63,false,"row-2963"
2964,29.64,true,"row-2964"
2965,29.65,false,"row-2965"
2966,29.66,true,"row-2966"
2967,29.67,false,"row-2967"
2968,29.68,true,"row-2968"
2969,29.69,false,"row-2969"
2970,29.7,true,"row-2970"
2971,29.71,false,"row-2971"
2972,29.72,true,"row-2972"
2973,29.73,false,"row-2973"
2974,29.74,true,"row-2974"
2975,29.75,false,"row-2975"
2976,29.76,true,"row-2976"
2977,29.77,false,"row-2977"
2978,29.78,true,"row-2978"
2979,29.79,false,"row-2979"
2980,29.8,true,"row-2980"
2981,29.81,false,"row-2981"
2982,29.82,true,"row-2982"
2983,29.83,false,"row-2983"
2984,29.84,true,"row-2984"
2985,29.85,false,"row-2985"
2986,29.86,true,"row-2986"
2987,29.87,false,"row-2987"
2988,29.88,true,"row-2988"
2989,29.89,false,"row-2989"
2990,29.9,true,"row-2990"
2991,29.91,false,"row-2991"
2992,29.92,true,"row-2992"
2993,29.93,false,"row-2993"
2994,29.94,true,"row-2994"
2995,29.95,false,"row-2995"
2996,29.96,true,"row-2996"
2997,29.97,false,"row-2997"
2998,29.98,true,"row-2998"
2999,29.99,false,"row-2999"
3000,30,true,"row-3000"
3001,30.01,false,"row-3001"
3002,30.02,true,"row-3002"
3003,30.03,false,"row-3003"
3004,30.04,true,"row-3004"
3005,30.05,false,"row-3005"
3006,30.06,true,"row-3006"
3007,30.07,false,"row-3007"
3008,30.08,true,"row-3008"
3009,30.09,false,"row-3009"
3010,30.1,true,"row-3010"
3011,30.11,false,"row-3011"
3012,30.12,true,"row-3012"
3013,30.13,false,"row-3013"
3014,30.14,true,"row-3014"
3015,30.15,false,"row-3015"
3016,30.16,true,"row-3016"
3017,30.17,false,"row-3017"
3018,30.18,true,"row-3018"
3019,30.19,false,"row-3019"
3020,30.2,true,"row-3020"
3021,30.21,false,"row-3021"
3022,30.22,true,"row-3022"
3023,30.23,false,"row-3023"
3024,30.24,true,"row-3024"
3025,30.25,false,"row-3025"
3026,30.26,true,"row-3026"
3027,30.27,false,"row-3027"
3028,30.28,true,"row-3028"
3029,30.29,false,"row-3029"
3030,30.3,true,"row-3030"
3031,30.31,false,"row-3031"
3032,30.32,true,"row-3032"
3033,30.33,false,"row-3033"
3034,30.34,true,"row-3034"
3035,30.35,false,"row-3035"
3036,30.36,true,"row-3036"
3037,30.37,false,"row-3037"
3038,30.38,true,"row-3038"
3039,30.39,false,"row-3039"
3040,30.4,true,"row-3040"
3041,30.41,false,"row-3041"
3042,30.42,true,"row-3042"
3043,30.43,false,"row-3043"
3044,30.44,true,"row-3044"
3045,30.45,false,"row-3045"
3046,30.46,true,"row-3046"
3047,30.47,false,"row-3047"
3048,30.48,true,"row-3048"
3049,30.49,false,"row-3049"
3050,30.5,true,"row-3050"
3051,30.51,false,"row-3051"
3052,30.52,true,"row-3052"
3053,30.53,false,"row-3053"
3054,30.54,true,"row-3054"
3055,30.55,false,"row-3055"
3056,30.56,true,"row-3056"
3057,30.57,false,"row-3057"
3058,30.58,true,"row-3058"
3059,30.59,false,"row-3059"
3060,30.6,true,"row-3060"
3061,30.61,false,"row-3061"
3062,30.62,true,"row-3062"
3063,30.63,false,"row-3063"
3064,30.64,true,"row-3064"
3065,30.65,false,"row-3065"
3066,30.66,true,"row-3066"
3067,30.67,false,"row-3067"
3068,30.68,true,"row-3068"
3069,30.69,false,"row-3069"
3070,30.7,true,"row-3070"
3071,30.71,false,"row-3071"
3072,30.72,true,"row-3072"
3073,30.73,false,"row-3073"
3074,30.74,true,"row-3074"
3075,30.75,false,"row-3075"
3076,30.76,true,"row-3076"
3077,30.77,false,"row-3077"
3078,30.78,true,"row-3078"
3079,30.79,false,"row-3079"
3080,30.8,true,"row-3080"
3081,30.81,false,"row-3081"
3082,30.82,true,"row-3082"
3083,30.83,false,"row-3083"
3084,30.84,true,"row-3084"
3085,30.85,false,"row-3085"
3086,30.86,true,"row-3086"
3087,30.87,false,"row-3087"
3088,30.88,true,"row-3088"
3089,30.89,false,"row-3089"
3090,30.9,true,"row-3090"
3091,30.91,false,"row-3091"
3092,30.92,true,"row-3092"
3093,30.93,false,"row-3093"
3094,30.94,true,"row-3094"
3095,30.95,false,"row-3095"
3096,30.96,true,"row-3096"
3097,30.97,false,"row-3097"
3098,30.98,true,"row-3098"
3099,30.99,false,"row-3099"
3100,31,true,"row-3100"
3101,31.01,false,"row-3101"
3102,31.02,true,"row-3102"
3103,31.03,false,"row-3103"
3104,31.04,true,"row-3104"
3105,31.05,false,"row-3105"
3106,31.06,true,"row-3106"
3107,31.07,false,"row-3107"
3108,31.08,true,"row-3108"
3109,31.09,false,"row-3109"
3110,31.1,true,"row-3110"
3111,31.11,false,"row-3111"
3112,31.12,true,"row-3112"
3113,31.13,false,"row-3113"
3114,31.14,true,"row-3114"
3115,31.15,false,"row-3115"
3116,31.16,true,"row-3116"
3117,31.17,false,"row-3117"
3118,31.18,true,"row-3118"
3119,31.19,false,"row-3119"
3120,31.2,true,"row-3120"
3121,31.21,false,"row-3121"
3122,31.22,true,"row-3122"
3123,31.23,false,"row-3123"
3124,31.24,true,"row-3124"
3125,31.25,false,"row-3125"
3126,31.26,true,"row-3126"
3127,31.27,false,"row-3127"
3128,31.28,true,"row-3128"
3129,31.29,false,"row-3129"
3130,31.3,true,"row-3130"
3131,31.31,false,"row-3131"
3132,31.32,true,"row-3132"
3133,31.33,false,"row-3133"
3134,31.34,true,"row-3134"
3135,31.35,false,"row-3135"
3136,31.36,true,"row-3136"
3137,31.37,false,"row-3137"
3138,31.38,true,"row-3138"
3139,31.39,false,"row-3139"
3140,31.4,true,"row-3140"
3141,31.41,false,"row-3141"
3142,31.42,true,"row-3142"
3143,31.43,false,"row-3143"
3144,31.44,true,"row-3144"
3145,31.45,false,"row-3145"
3146,31.46,true,"row-3146"
3147,31.47,false,"row-3147"
3148,31.48,true,"row-3148"
3149,31.49,false,"row-3149"
3150,31.5,true,"row-3150"
3151,31.51,false,"row-3151"
3152,31.52,true,"row-3152"
3153,31.53,false,"row-3153"
3154,31.54,true,"row-3154"
3155,31.55,false,"row-3155"
3156,31.56,true,"row-3156"
3157,31.57,false,"row-3157"
3158,31.58,true,"row-3158"
3159,31.59,false,"row-3159"
3160,31.6,true,"row-3160"
3161,31.61,false,"row-3161"
3162,31.62,true,"row-3162"
3163,31.63,false,"row-3163"
3164,31.64,true,"row-3164"
3165,31.65,false,"row-3165"
3166,31.66,true,"row-3166"
3167,31.67,false,"row-3167"
3168,31.68,true,"row-3168"
3169,31.69,false,"row-3169"
3170,31.7,true,"row-3170"
3171,31.71,false,"row-3171"
3172,31.72,true,"row-3172"
3173,31.73,false,"row-3173"
3174,31.74,true,"row-3174"
3175,31.75,false,"row-3175"
3176,31.76,true,"row-3176"
3177,31.77,false,"row-3177"
3178,31.78,true,"row-3178"
3179,31.79,false,"row-3179"
3180,31.8,true,"row-3180"
3181,31.81,false,"row-3181"
3182,31.82,true,"row-3182"
3183,31.83,false,"row-3183"
3184,31.84,true,"row-3184"
3185,31.85,false,"row-3185"
3186,31.86,true,"row-3186"
3187,31.87,false,"row-3187"
3188,31.88,true,"row-3188"
3189,31.89,false,"row-3189"
3190,31.9,true,"row-3190"
3191,31.91,false,"row-3191"
3192,31.92,true,"row-3192"
3193,31.93,false,"row-3193"
3194,31.94,true,"row-3194"
3195,31.95,false,"row-3195"
3196,31.96,true,"row-3196"
3197,31.97,false,"row-3197"
3198,31.98,true,"row-3198"
3199,31.99,false,"row-3199"
3200,32,true,"row-3200"
3201,32.01,false,"row-3201"
3202,32.02,true,"row-3202"
3203,32.03,false,"row-3203"
3204,32.04,true,"row-3204"
3205,32.05,false,"row-3205"
3206,32.06,true,"row-3206"
3207,32.07,false,"row-3207"
3208,32.08,true,"row-3208"
3209,32.09,false,"row-3209"
3210,32.1,true,"row-3210"
3211,32.11,false,"row-3211"
3212,32.12,true,"row-3212"
3213,32.13,false,"row-3213"
3214,32.14,true,"row-3214"
3215,32.15,false,"row-3215"
3216,32.16,true,"row-3216"
3217,32.17,false,"row-3217"
3218,32.18,true,"row-3218"
3219,32.19,false,"row-3219"
3220,32.2,true,"row-3220"
3221,32.21,false,"row-3221"
3222,32.22,true,"row-3222"
3223,32.23,false,"row-3223"
3224,32.24,true,"row-3224"
3225,32.25,false,"row-3225"
3226,32.26,true,"row-3226"
3227,32.27,false,"row-3227"
3228,32.28,true,"row-3228"
3229,32.29,false,"row-3229"
3230,32.3,true,"row-3230"
3231,32.31,false,"row-3231"
3232,32.32,true,"row-3232"
3233,32.33,false,"row-3233"
3234,32.34,true,"row-3234"
3235,32.35,false,"row-3235"
3236,32.36,true,"row-3236"
3237,32.37,false,"row-3237"
3238,32.38,true,"row-3238"
3239,32.39,false,"row-3239"
3240,32.4,true,"row-3240"
3241,32.41,false,"row-3241"
3242,32.42,true,"row-3242"
3243,32.43,false,"row-3243"
3244,32.44,true,"row-3244"
3245,32.45,false,"row-3245"
3246,32.46,true,"row-3246"
3247,32.47,false,"row-3247"
3248,32.48,true,"row-3248"
3249,32.49,false,"row-3249"
3250,32.5,true,"row-3250"
3251,32.51,false,"row-3251"
3252,32.52,true,"row-3252"
3253,32.53,false,"row-3253"
3254,32.54,true,"row-3254"
3255,32.55,false,"row-3255"
3256,32.56,true,"row-3256"
3257,32.57,false,"row-3257"
3258,32.58,true,"row-3258"
3259,32.59,false,"row-3259"
3260,32.6,true,"row-3260"
3261,32.61,false,"row-3261"
3262,32.62,true,"row-3262"
3263,32.63,false,"row-3263"
3264,32.64,true,"row-3264"
3265,32.65,false,"row-3265"
3266,32.66,true,"row-3266"
3267,32.67,false,"row-3267"
3268,32.68,true,"row-3268"
3269,32.69,false,"row-3269"
3270,32.7,true,"row-3270"
3271,32.71,false,"row-3271"
3272,32.72,true,"row-3272"
3273,32.73,false,"row-3273"
3274,32.74,true,"row-3274"
3275,32.75,false,"row-3275"
3276,32.76,true,"row-3276"
3277,32.77,false,"row-3277"
3278,32.78,true,"row-3278"
3279,32.79,false,"row-3279"
3280,32.8,true,"row-3280"
3281,32.81,false,"row-3281"
3282,32.82,true,"row-3282"
3283,32.83,false,"row-3283"
3284,32.84,true,"row-3284"
3285,32.85,false,"row-3285"
3286,32.86,true,"row-3286"
3287,32.87,false,"row-3287"
3288,32.88,true,"row-3288"
3289,32.89,false,"row-3289"
3290,32.9,true,"row-3290"
3291,32.91,false,"row-3291"
3292,32.92,true,"row-3292"
3293,32.93,false,"row-3293"
3294,32.94,true,"row-3294"
3295,32.95,false,"row-3295"
3296,32.96,true,"row-3296"
3297,32.97,false,"row-3297"
3298,32.98,true,"row-3298"
3299,32.99,false,"row-3299"
3300,33,true,"row-3300"
3301,33.01,false,"row-3301"
3302,33.02,true,"row-3302"
3303,33.03,false,"row-3303"
3304,33.04,true,"row-3304"
3305,33.05,false,"row-3305"
3306,33.06,true,"row-3306"
3307,33.07,false,"row-3307"
3308,33.08,true,"row-3308"
3309,33.09,false,"row-3309"
3310,33.1,true,"row-3310"
3311,33.11,false,"row-3311"
3312,33.12,true,"row-3312"
3313,33.13,false,"row-3313"
3314,33.14,true,"row-3314"
3315,33.15,false,"row-3315"
3316,33.16,true,"row-3316"
3317,33.17,false,"row-3317"
3318,33.18,true,"row-3318"
3319,33.19,false,"row-3319"
3320,33.2,true,"row-3320"
3321,33.21,false,"row-3321"
3322,33.22,true,"row-3322"
3323,33.23,false,"row-3323"
3324,33.24,true,"row-3324"
3325,33.25,false,"row-3325"
3326,33.26,true,"row-3326"
3327,33.27,false,"row-3327"
3328,33.28,true,"row-3328"
3329,33.29,false,"row-3329"
3330,33.3,true,"row-3330"
3331,33.31,false,"row-3331"
3332,33.32,true,"row-3332"
3333,33.33,false,"row-3333"
3334,33.34,true,"row-3334"
3335,33.35,false,"row-3335"
3336,33.36,true,"row-3336"
3337,33.37,false,"row-3337"
3338,33.38,true,"row-3338"
3339,33.39,false,"row-3339"
3340,33.4,true,"row-3340"
3341,33.41,false,"row-3341"
3342,33.42,true,"row-3342"
3343,33.43,false,"row-3343"
3344,33.44,true,"row-3344"
3345,33.45,false,"row-3345"
3346,33.46,true,"row-3346"
3347,33.47,false,"row-3347"
3348,33.48,true,"row-3348"
3349,33.49,false,"row-3349"
3350,33.5,true,"row-3350"
3351,33.51,false,"row-3351"
3352,33.52,true,"row-3352"
3353,33.53,false,"row-3353"
3354,33.54,true,"row-3354"
3355,33.55,false,"row-3355"
3356,33.56,true,"row-3356"
3357,33.57,false,"row-3357"
3358,33.58,true,"row-3358"
3359,33.59,false,"row-3359"
3360,33.6,true,"row-3360"
3361,33.61,false,"row-3361"
3362,33.62,true,"row-3362"
3363,33.63,false,"row-3363"
3364,33.64,true,"row-3364"
3365,33.65,false,"row-3365"
3366,33.66,true,"row-3366"
3367,33.67,false,"row-3367"
3368,33.68,true,"row-3368"
3369,33.69,false,"row-3369"
3370,33.7,true,"row-3370"
3371,33.71,false,"row-3371"
3372,33.72,true,"row-3372"
3373,33.73,false,"row-3373"
3374,33.74,true,"row-3374"
3375,33.75,false,"row-3375"
3376,33.76,true,"row-3376"
3377,33.77,false,"row-3377"
3378,33.78,true,"row-3378"
3379,33.79,false,"row-3379"
3380,33.8,true,"row-3380"
3381,33.81,false,"row-3381"
3382,33.82,true,"row-3382"
3383,33.83,false,"row-3383"
3384,33.84,true,"row-3384"
3385,33.85,false,"row-3385"
3386,33.86,true,"row-3386"
3387,33.87,false,"row-3387"
3388,33.88,true,"row-3388"
3389,33.89,false,"row-3389"
3390,33.9,true,"row-3390"
3391,33.91,false,"row-3391"
3392,33.92,true,"row-3392"
3393,33.93,false,"row-3393"
3394,33.94,true,"row-3394"
3395,33.95,false,"row-3395"
3396,33.96,true,"row-3396"
3397,33.97,false,"row-3397"
3398,33.98,true,"row-3398"
3399,33.99,false,"row-3399"
3400,34,true,"row-3400"
3401,34.01,false,"row-3401"
3402,34.02,true,"row-3402"
3403,34.03,false,"row-3403"
3404,34.04,true,"row-3404"
3405,34.05,false,"row-3405"
3406,34.06,true,"row-3406"
3407,34.07,false,"row-3407"
3408,34.08,true,"row-3408"
3409,34.09,false,"row-3409"
3410,34.1,true,"row-3410"
3411,34.11,false,"row-3411"
3412,34.12,true,"row-3412"
3413,34.13,false,"row-3413"
3414,34.14,true,"row-3414"
3415,34.15,false,"row-3415"
3416,34.16,true,"row-3416"
3417,34.17,false,"row-3417"
3418,34.18,true,"row-3418"
3419,34.19,false,"row-3419"
3420,34.2,true,"row-3420"
3421,34.21,false,"row-3421"
3422,34.22,true,"row-3422"
3423,34.23,false,"row-3423"
3424,34.24,true,"row-3424"
3425,34.25,false,"row-3425"
3426,34.26,true,"row-3426"
3427,34.27,false,"row-3427"
3428,34.28,true,"row-3428"
3429,34.29,false,"row-3429"
3430,34.3,true,"row-3430"
3431,34.31,false,"row-3431"
3432,34.32,true,"row-3432"
3433,34.33,false,"row-3433"
3434,34.34,true,"row-3434"
3435,34.35,false,"row-3435"
3436,34.36,true,"row-3436"
3437,34.37,false,"row-3437"
3438,34.38,true,"row-3438"
3439,34.39,false,"row-3439"
3440,34.4,true,"row-3440"
3441,34.41,false,"row-3441"
3442,34.42,true,"row-3442"
3443,34.43,false,"row-3443"
3444,34.44,true,"row-3444"
3445,34.45,false,"row-3445"
3446,34.46,true,"row-3446"
3447,34.47,false,"row-3447"
3448,34.48,true,"row-3448"
3449,34.49,false,"row-3449"
3450,34.5,true,"row-3450"
3451,34.51,false,"row-3451"
3452,34.52,true,"row-3452"
3453,34.53,false,"row-3453"
3454,34.54,true,"row-3454"
3455,34.55,false,"row-3455"
3456,34.56,true,"row-3456"
3457,34.57,false,"row-3457"
3458,34.58,true,"row-3458"
3459,34.59,false,"row-3459"
3460,34.6,true,"row-3460"
3461,34.61,false,"row-3461"
3462,34.62,true,"row-3462"
3463,34.63,false,"row-3463"
3464,34.64,true,"row-3464"
3465,34.65,false,"row-3465"
3466,34.66,true,"row-3466"
3467,34.67,false,"row-3467"
3468,34.68,true,"row-3468"
3469,34.69,false,"row-3469"
3470,34.7,true,"row-3470"
3471,34.71,false,"row-3471"
3472,34.72,true,"row-3472"
3473,34.73,false,"row-3473"
3474,34.74,true,"row-3474"
3475,34.75,false,"row-3475"
3476,34.76,true,"row-3476"
3477,34.77,false,"row-3477"
3478,34.78,true,"row-3478"
3479,34.79,false,"row-3479"
3480,34.8,true,"row-3480"
3481,34.81,false,"row-3481"
3482,34.82,true,"row-3482"
3483,34.83,false,"row-3483"
3484,34.84,true,"row-3484"
3485,34.85,false,"row-3485"
3486,34.86,true,"row-3486"
3487,34.87,false,"row-3487"
3488,34.88,true,"row-3488"
3489,34.89,false,"row-3489"
3490,34.9,true,"row-3490"
3491,34.91,false,"row-3491"
3492,34.92,true,"row-3492"
3493,34.93,false,"row-3493"
3494,34.94,true,"row-3494"
3495,34.95,false,"row-3495"
3496,34.96,true,"row-3496"
3497,34.97,false,"row-3497"
3498,34.98,true,"row-3498"
3499,34.99,false,"row-3499"
3500,35,true,"row-3500"
3501,35.01,false,"row-3501"
3502,35.02,true,"row-3502"
3503,35.03,false,"row-3503"
3504,35.04,true,"row-3504"
3505,35.05,false,"row-3505"
3506,35.06,true,"row-3506"
3507,35.07,false,"row-3507"
3508,35.08,true,"row-3508"
3509,35.09,false,"row-3509"
3510,35.1,true,"row-3510"
3511,35.11,false,"row-3511"
3512,35.12,true,"row-3512"
3513,35.13,false,"row-3513"
3514,35.14,true,"row-3514"
3515,35.15,false,"row-3515"
3516,35.16,true,"row-3516"
3517,35.17,false,"row-3517"
3518,35.18,true,"row-3518"
3519,35.19,false,"row-3519"
3520,35.2,true,"row-3520"
3521,35.21,false,"row-3521"
3522,35.22,true,"row-3522"
3523,35.23,false,"row-3523"
3524,35.24,true,"row-3524"
3525,35.25,false,"row-3525"
3526,35.26,true,"row-3526"
3527,35.27,false,"row-3527"
3528,35.28,true,"row-3528"
3529,35.29,false,"row-3529"
3530,35.3,true,"row-3530"
3531,35.31,false,"row-3531"
3532,35.32,true,"row-3532"
3533,35.33,false,"row-3533"
3534,35.34,true,"row-3534"
3535,35.35,false,"row-3535"
3536,35.36,true,"row-3536"
3537,35.37,false,"row-3537"
3538,35.38,true,"row-3538"
3539,35.39,false,"row-3539"
3540,35.4,true,"row-3540"
3541,35.41,false,"row-3541"
3542,35.42,true,"row-3542"
3543,35.43,false,"row-3543"
3544,35.44,true,"row-3544"
3545,35.45,false,"row-3545"
3546,35.46,true,"row-3546"
3547,35.47,false,"row-3547"
3548,35.48,true,"row-3548"
3549,35.49,false,"row-3549"
3550,35.5,true,"row-3550"
3551,35.51,false,"row-3551"
3552,35.52,true,"row-3552"
3553,35.53,false,"row-3553"
3554,35.54,true,"row-3554"
3555,35.55,false,"row-3555"
3556,35.56,true,"row-3556"
3557,35.57,false,"row-3557"
3558,35.58,true,"row-3558"
3559,35.59,false,"row-3559"
3560,35.6,true,"row-3560"
3561,35.61,false,"row-3561"
3562,35.62,true,"row-3562"
3563,35.63,false,"row-3563"
3564,35.64,true,"row-3564"
3565,35.65,false,"row-3565"
3566,35.66,true,"row-3566"
3567,35.67,false,"row-3567"
3568,35.68,true,"row-3568"
3569,35.69,false,"row-3569"
3570,35.7,true,"row-3570"
3571,35.71,false,"row-3571"
3572,35.72,true,"row-3572"
3573,35.73,false,"row-3573"
3574,35.74,true,"row-3574"
3575,35.75,false,"row-3575"
3576,35.76,true,"row-3576"
3577,35.77,false,"row-3577"
3578,35.78,true,"row-3578"
3579,35.79,false,"row-3579"
3580,35.8,true,"row-3580"
3581,35.81,false,"row-3581"
3582,35.82,true,"row-3582"
3583,35.83,false,"row-3583"
3584,35.84,true,"row-3584"
3585,35.85,false,"row-3585"
3586,35.86,true,"row-3586"
3587,35.87,false,"row-3587"
3588,35.88,true,"row-3588"
3589,35.89,false,"row-3589"
3590,35.9,true,"row-3590"
3591,35.91,false,"row-3591"
3592,35.92,true,"row-3592"
3593,35.93,false,"row-3593"
3594,35.94,true,"row-3594"
3595,35.95,false,"row-3595"
3596,35.96,true,"row-3596"
3597,35.97,false,"row-3597"
3598,35.98,true,"row-3598"
3599,35.99,false,"row-3599"
3600,36,true,"row-3600"
3601,36.01,false,"row-3601"
3602,36.02,true,"row-3602"
3603,36.03,false,"row-3603"
3604,36.04,true,"row-3604"
3605,36.05,false,"row-3605"
3606,36.06,true,"row-3606"
3607,36.07,false,"row-3607"
3608,36.08,true,"row-3608"
3609,36.09,false,"row-3609"
3610,36.1,true,"row-3610"
3611,36.11,false,"row-3611"
3612,36.12,true,"row-3612"
3613,36.13,false,"row-3613"
3614,36.14,true,"row-3614"
3615,36.15,false,"row-3615"
3616,36.16,true,"row-3616"
3617,36.17,false,"row-3617"
3618,36.18,true,"row-3618"
3619,36.19,false,"row-3619"
3620,36.2,true,"row-3620"
3621,36.21,false,"row-3621"
3622,36.22,true,"row-3622"
3623,36.23,false,"row-3623"
3624,36.24,true,"row-3624"
3625,36.25,false,"row-3625"
3626,36.26,true,"row-3626"
3627,36.27,false,"row-3627"
3628,36.28,true,"row-3628"
3629,36.29,false,"row-3629"
3630,36.3,true,"row-3630"
3631,36.31,false,"row-3631"
3632,36.32,true,"row-3632"
3633,36.33,false,"row-3633"
3634,36.34,true,"row-3634"
3635,36.35,false,"row-3635"
3636,36.36,true,"row-3636"
3637,36.37,false,"row-3637"
3638,36.38,true,"row-3638"
3639,36.39,false,"row-3639"
3640,36.4,true,"row-3640"
3641,36.41,false,"row-3641"
3642,36.42,true,"row-3642"
3643,36.43,false,"row-3643"
3644,36.44,true,"row-3644"
3645,36.45,false,"row-3645"
3646,36.46,true,"row-3646"
3647,36.47,false,"row-3647"
3648,36.48,true,"row-3648"
3649,36.49,false,"row-3649"
3650,36.5,true,"row-3650"
3651,36.51,false,"row-3651"
3652,36.52,true,"row-3652"
3653,36.53,false,"row-3653"
3654,36.54,true,"row-3654"
3655,36.55,false,"row-3655"
3656,36.56,true,"row-3656"
3657,36.57,false,"row-3657"
3658,36.58,true,"row-3658"
3659,36.59,false,"row-3659"
3660,36.6,true,"row-3660"
3661,36.61,false,"row-3661"
3662,36.62,true,"row-3662"
3663,36.63,false,"row-3663"
3664,36.64,true,"row-3664"
3665,36.65,false,"row-3665"
3666,36.66,true,"row-3666"
3667,36.67,false,"row-3667"
3668,36.68,true,"row-3668"
3669,36.69,false,"row-3669"
3670,36.7,true,"row-3670"
3671,36.71,false,"row-3671"
3672,36.72,true,"row-3672"
3673,36.73,false,"row-3673"
3674,36.74,true,"row-3674"
3675,36.75,false,"row-3675"
3676,36.76,true,"row-3676"
3677,36.77,false,"row-3677"
3678,36.78,true,"row-3678"
3679,36.79,false,"row-3679"
3680,36.8,true,"row-3680"
3681,36.81,false,"row-3681"
3682,36.82,true,"row-3682"
3683,36.83,false,"row-3683"
3684,36.84,true,"row-3684"
3685,36.85,false,"row-3685"
3686,36.86,true,"row-3686"
3687,36.87,false,"row-3687"
3688,36.88,true,"row-3688"
3689,36.89,false,"row-3689"
3690,36.9,true,"row-3690"
3691,36.91,false,"row-3691"
3692,36.92,true,"row-3692"
3693,36.93,false,"row-3693"
3694,36.94,true,"row-3694"
3695,36.95,false,"row-3695"
3696,36.96,true,"row-3696"
3697,36.97,false,"row-3697"
3698,36.98,true,"row-3698"
3699,36.99,false,"row-3699"
3700,37,true,"row-3700"
3701,37.01,false,"row-3701"
3702,37.02,true,"row-3702"
3703,37.03,false,"row-3703"
3704,37.04,true,"row-3704"
3705,37.05,false,"row-3705"
3706,37.06,true,"row-3706"
3707,37.07,false,"row-3707"
3708,37.08,true,"row-3708"
